eventID,parentEventID,eventDate,eventTime,institutionCode,fieldNumber,fieldNotes,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventRemarks,dynamicProperties,country,stateProvince,country,verbatimLocality,"
verbatimCoordinates",verbatimCoordinateSystem,decimalLatitude,decimalLongitude,geodeticDatum
CCCP:EXP.PACÍFICO:S06:2021:01,EXP. PACÍFICO,29/04/2021,10:33:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°40´12.731"" N 78°19´10.102"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S06:2021:01,EXP. PACÍFICO,29/04/2021,10:52:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°40´12.731"" N 78°19´10.102"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S05:2021:02,EXP. PACÍFICO,29/04/2021,11:18:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°42´09.912"" N 78°19´10.208"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S05:2021:02,EXP. PACÍFICO,29/04/2021,11:49:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°42´09.912"" N 78°19´10.208"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S06:2021:03,EXP. PACÍFICO,29/04/2021,16:23:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°40´12.731"" N 78°19´10.102"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S06:2021:03,EXP. PACÍFICO,29/04/2021,16:40:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°40´12.731"" N 78°19´10.102"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S05:2021:04,EXP. PACÍFICO,29/04/2021,17:09:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°42´09.912"" N 78°19´10.208"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S05:2021:04,EXP. PACÍFICO,29/04/2021,17:30:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°42´09.912"" N 78°19´10.208"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S04:2021:05,EXP. PACÍFICO,30/04/2021,6:38:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°44´7.094"" N 78°19´10.314"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S04:2021:05,EXP. PACÍFICO,30/04/2021,6:50:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°44´7.094"" N 78°19´10.314"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S03:2021:06,EXP. PACÍFICO,30/04/2021,7:05:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°46´4.276"" N 78°19´10.422"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S03:2021:06,EXP. PACÍFICO,30/04/2021,7:13:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°46´4.276"" N 78°19´10.422"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S04:2021:07,EXP. PACÍFICO,30/04/2021,11:59:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°44´7.094"" N 78°19´10.314"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S04:2021:07,EXP. PACÍFICO,30/04/2021,12:27:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°44´7.094"" N 78°19´10.314"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S03:2021:08,EXP. PACÍFICO,30/04/2021,12:40:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°46´4.276"" N 78°19´10.422"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:S03:2021:08,EXP. PACÍFICO,30/04/2021,7:13:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°46´4.276"" N 78°19´10.422"" W","Grados, minutos, segundos",2,-78.11,WGS84
CCCP:EXP.PACÍFICO:G06:2021:09,EXP. PACÍFICO,01/05/2021,6:42:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°37´16.676"" N 78°24´1.235"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G06:2021:09,EXP. PACÍFICO,01/05/2021,6:53:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°37´16.676"" N 78°24´1.235"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G05:2021:10,EXP. PACÍFICO,01/05/2021,7:09:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°39´13.855"" N 78°24´1.346"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G05:2021:10,EXP. PACÍFICO,01/05/2021,7:21:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°39´13.855"" N 78°24´1.346"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G04:2021:11,EXP. PACÍFICO,01/05/2021,7:33:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°41´11.034"" N 78°24´1.459"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G04:2021:11,EXP. PACÍFICO,01/05/2021,7:47:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°41´11.034"" N 78°24´1.459"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G06:2021:12,EXP. PACÍFICO,01/05/2021,12:54:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°37´16.676"" N 78°24´1.235"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G06:2021:12,EXP. PACÍFICO,01/05/2021,13:17:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°37´16.676"" N 78°24´1.235"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G05:2021:13,EXP. PACÍFICO,01/05/2021,13:28:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°39´13.855"" N 78°24´1.346"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G05:2021:13,EXP. PACÍFICO,01/05/2021,13:43:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°39´13.855"" N 78°24´1.346"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G04:2021:14,EXP. PACÍFICO,01/05/2021,13:55:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°41´11.034"" N 78°24´1.459"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G04:2021:14,EXP. PACÍFICO,01/05/2021,14:21:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°41´11.034"" N 78°24´1.459"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G03:2021:15,EXP. PACÍFICO,02/05/2021,7:38:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°43´8.213"" N 78°24´1.573"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G03:2021:15,EXP. PACÍFICO,02/05/2021,7:46:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°43´8.213"" N 78°24´1.573"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G02:2021:16,EXP. PACÍFICO,02/05/2021,8:01:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°45´5.391"" N 78°24´1.688"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G02:2021:16,EXP. PACÍFICO,02/05/2021,8:14:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°45´5.391"" N 78°24´1.688"" W","Grados, minutos, segundos",2,-78.14,WGS84
CCCP:EXP.PACÍFICO:G01:2021:17,EXP. PACÍFICO,02/05/2021,8:28:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°47'2.513"" N 78°24'1.902"" W","Grados, minutos, segundos",2.78,-78.14,WGS84
CCCP:EXP.PACÍFICO:G01:2021:17,EXP. PACÍFICO,02/05/2021,8:41:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°47'2.513"" N 78°24'1.902"" W","Grados, minutos, segundos",2.78,-78.14,WGS84
CCCP:EXP.PACÍFICO:G03:2021:18,EXP. PACÍFICO,02/05/2021,13:46:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°43'8.213"" N 78°24'1.573"" W","Grados, minutos, segundos",2.72,-78.14,WGS84
CCCP:EXP.PACÍFICO:G03:2021:18,EXP. PACÍFICO,02/05/2021,14:09:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°43'8.213"" N 78°24'1.573"" W","Grados, minutos, segundos",2.72,-78.14,WGS84
CCCP:EXP.PACÍFICO:G02:2021:19,EXP. PACÍFICO,02/05/2021,14:20:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°45'5.391"" N 78°24'1.688"" W","Grados, minutos, segundos",2.75,-78.14,WGS84
CCCP:EXP.PACÍFICO:G02:2021:19,EXP. PACÍFICO,02/05/2021,14:32:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°45'5.391"" N 78°24'1.688"" W","Grados, minutos, segundos",2.75,-78.14,WGS84
CCCP:EXP.PACÍFICO:G01:2021:20,EXP. PACÍFICO,02/05/2021,14:43:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°47'2.513"" N 78°24'1.902"" W","Grados, minutos, segundos",2.78,-78.14,WGS84
CCCP:EXP.PACÍFICO:G01:2021:20,EXP. PACÍFICO,02/05/2021,8:41:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°47'2.513"" N 78°24'1.902"" W","Grados, minutos, segundos",2.78,-78.14,WGS84
CCCP:EXP.PACÍFICO:A06:2021:21,EXP. PACÍFICO,03/05/2021,8:20:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°41'11.647"" N 78°13'20.561"" W","Grados, minutos, segundos",2.67,-78.07,WGS84
CCCP:EXP.PACÍFICO:A06:2021:21,EXP. PACÍFICO,03/05/2021,8:29:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°41'11.647"" N 78°13'20.561"" W","Grados, minutos, segundos",2.67,-78.07,WGS84
CCCP:EXP.PACÍFICO:A05:2021:22,EXP. PACÍFICO,03/05/2021,8:43:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°43'8.831"" N 78°13'20.661"" W","Grados, minutos, segundos",2.72,-78.07,WGS84
CCCP:EXP.PACÍFICO:A05:2021:22,EXP. PACÍFICO,03/05/2021,8:55:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°43'8.831"" N 78°13'20.661"" W","Grados, minutos, segundos",2.72,-78.07,WGS84
CCCP:EXP.PACÍFICO:A04:2021:23,EXP. PACÍFICO,03/05/2021,9:07:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°45'6.015"" N 78°13'20.661"" W","Grados, minutos, segundos",2.75,-78.07,WGS84
CCCP:EXP.PACÍFICO:A04:2021:23,EXP. PACÍFICO,03/05/2021,9:20:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°45'6.015"" N 78°13'20.661"" W","Grados, minutos, segundos",2.75,-78.07,WGS84
CCCP:EXP.PACÍFICO:A03:2021:24,EXP. PACÍFICO,03/05/2021,9:29:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°47'3.199"" N 78°13'20.862"" W","Grados, minutos, segundos",2.78,-78.07,WGS84
CCCP:EXP.PACÍFICO:A03:2021:24,EXP. PACÍFICO,03/05/2021,9:42:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°47'3.199"" N 78°13'20.862"" W","Grados, minutos, segundos",2.78,-78.07,WGS84
CCCP:EXP.PACÍFICO:A06:2021:25,EXP. PACÍFICO,03/05/2021,14:19:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°41'11.647"" N 78°13'20.561"" W","Grados, minutos, segundos",2.67,-78.07,WGS84
CCCP:EXP.PACÍFICO:A06:2021:25,EXP. PACÍFICO,03/05/2021,14:40:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°41'11.647"" N 78°13'20.561"" W","Grados, minutos, segundos",2.67,-78.07,WGS84
CCCP:EXP.PACÍFICO:A05:2021:26,EXP. PACÍFICO,03/05/2021,14:49:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°43'8.831"" N 78°13'20.661"" W","Grados, minutos, segundos",2.72,-78.07,WGS84
CCCP:EXP.PACÍFICO:A05:2021:26,EXP. PACÍFICO,03/05/2021,15:10:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°43'8.831"" N 78°13'20.661"" W","Grados, minutos, segundos",2.72,-78.07,WGS84
CCCP:EXP.PACÍFICO:A04:2021:27,EXP. PACÍFICO,03/05/2021,15:17:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°45'6.015"" N 78°13'20.661"" W","Grados, minutos, segundos",2.75,-78.07,WGS84
CCCP:EXP.PACÍFICO:A04:2021:27,EXP. PACÍFICO,03/05/2021,15:38:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°45'6.015"" N 78°13'20.661"" W","Grados, minutos, segundos",2.75,-78.07,WGS84
CCCP:EXP.PACÍFICO:A03:2021:28,EXP. PACÍFICO,03/05/2021,15:46:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°47'3.199"" N 78°13'20.862"" W","Grados, minutos, segundos",2.78,-78.07,WGS84
CCCP:EXP.PACÍFICO:A03:2021:28,EXP. PACÍFICO,03/05/2021,16:07:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°47'3.199"" N 78°13'20.862"" W","Grados, minutos, segundos",2.78,-78.07,WGS84
CCCP:EXP.PACÍFICO:S02:2021:29,EXP. PACÍFICO,04/05/2021,9:33:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°48'1.457"" N 78°19'10.531"" W","Grados, minutos, segundos",2.8,-78.11,WGS84
CCCP:EXP.PACÍFICO:S02:2021:29,EXP. PACÍFICO,04/05/2021,9:46:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°48'1.457"" N 78°19'10.531"" W","Grados, minutos, segundos",2.8,-78.11,WGS84
CCCP:EXP.PACÍFICO:S01:2021:30,EXP. PACÍFICO,04/05/2021,9:58:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°49'58.568"" N 78°19'10.763"" W","Grados, minutos, segundos",2.83,-78.11,WGS84
CCCP:EXP.PACÍFICO:S01:2021:30,EXP. PACÍFICO,04/05/2021,10:09:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°49'58.568"" N 78°19'10.763"" W","Grados, minutos, segundos",2.83,-78.11,WGS84
CCCP:EXP.PACÍFICO:A02:2021:31,EXP. PACÍFICO,04/05/2021,10:39:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°49'0.383"" N 78°13'20.965"" W","Grados, minutos, segundos",2.81,-78.07,WGS84
CCCP:EXP.PACÍFICO:A02:2021:31,EXP. PACÍFICO,04/05/2021,11:11:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°49'0.383"" N 78°13'20.965"" W","Grados, minutos, segundos",2.81,-78.07,WGS84
CCCP:EXP.PACÍFICO:A01:2021:32,EXP. PACÍFICO,04/05/2021,11:00:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°50'57.483"" N 78°13'21.223"" W","Grados, minutos, segundos",2.85,-78.07,WGS84
CCCP:EXP.PACÍFICO:A01:2021:32,EXP. PACÍFICO,04/05/2021,10:50:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°50'57.483"" N 78°13'21.223"" W","Grados, minutos, segundos",2.85,-78.07,WGS84
CCCP:EXP.PACÍFICO:S02:2021:33,EXP. PACÍFICO,04/05/2021,15:40:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°48'1.457"" N 78°19'10.531"" W","Grados, minutos, segundos",2.8,-78.07,WGS84
CCCP:EXP.PACÍFICO:S02:2021:33,EXP. PACÍFICO,04/05/2021,15:52:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°48'1.457"" N 78°19'10.531"" W","Grados, minutos, segundos",2.8,-78.07,WGS84
CCCP:EXP.PACÍFICO:S01:2021:34,EXP. PACÍFICO,04/05/2021,16:03:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°49'58.568"" N 78°19'10.763"" W","Grados, minutos, segundos",2.83,-78.11,WGS84
CCCP:EXP.PACÍFICO:S01:2021:34,EXP. PACÍFICO,04/05/2021,16:14:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°49'58.568"" N 78°19'10.763"" W","Grados, minutos, segundos",2.83,-78.11,WGS84
CCCP:EXP.PACÍFICO:A02:2021:35,EXP. PACÍFICO,04/05/2021,16:35:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°49'0.383"" N 78°13'20.965"" W","Grados, minutos, segundos",2.81,-78.07,WGS84
CCCP:EXP.PACÍFICO:A02:2021:35,EXP. PACÍFICO,04/05/2021,16:46:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°49'0.383"" N 78°13'20.965"" W","Grados, minutos, segundos",2.81,-78.07,WGS84
CCCP:EXP.PACÍFICO:A01:2021:36,EXP. PACÍFICO,04/05/2021,16:54:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,Red Cónica Simple 50 µm,1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°50'57.483"" N 78°13'21.223"" W","Grados, minutos, segundos",2.85,-78.07,WGS84
CCCP:EXP.PACÍFICO:A01:2021:36,EXP. PACÍFICO,04/05/2021,17:05:00,CCCP,Solicitud-17,Cadena de custodia de la solicitud 17,"Red Bongo, arrastre superficial 300 & 500µm",1 arrastre durante 5 min a 2 nudos de velocidad,1,L,,,Colombia,Nariño,,,"2°50'57.483"" N 78°13'21.223"" W","Grados, minutos, segundos",2.85,-78.07,WGS84
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, ,,,,,
